"","Rank_1","Rank_2","Rank_3","Rank_4","Rank_5","Rank_6","Rank_7","Rank_8"
"OTU_100006","Root","Eukaryota","Arthropoda","Thecostraca","Lithoglyptida","Lithoglyptidae","Auritoglyptes","Auritoglyptes sp. ACRO_sp_241"
"OTU_100019","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100020","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100024","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100025","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100029","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100030","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100040","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100042","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100045","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100046","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100048","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100049","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10005","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100052","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100060","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100062","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100063","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10007","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100076","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100077","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10008","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100086","Root","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Calanopia","Calanopia minor"
"OTU_100087","Root","Eukaryota","Arthropoda","Thecostraca","Lithoglyptida","Lithoglyptidae","Balanodytes","Balanodytes sp. ACRO_sp_119"
"OTU_100091","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100094","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100095","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100099","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100100","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100101","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100102","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100110","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100116","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100117","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100119","Root","Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Balanidae","Acasta","Acasta sp. 1 AMH_2021a"
"OTU_100131","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100133","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100138","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100146","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100157","Root","Eukaryota","Xenacoelomorpha","Acoela","Sagittiferidae","Convolutriloba","longifissura",NA
"OTU_100158","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100165","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100166","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100167","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100172","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100176","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100178","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100179","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100184","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100190","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10020","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100200","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100207","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100211","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100213","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100223","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100224","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100225","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100226","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100258","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100260","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100264","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100272","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100276","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100282","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100283","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100284","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100287","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100288","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100289","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100290","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Luciferidae","Lucifer",NA
"OTU_100291","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100292","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100293","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100301","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100303","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100304","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100305","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100311","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100318","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100319","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100320","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100321","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100323","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurixus","Pagurixus laevimanus"
"OTU_100324","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100325","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA
"OTU_100331","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100334","Root","Eukaryota","Annelida","Polychaeta","order_Opheliidae","Opheliidae","Armandia","Armandia sp. HAW01"
"OTU_100346","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100347","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100350","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100351","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100354","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100355","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100356","Root","Eukaryota","Mollusca","unclassified_Mollusca",NA,NA,NA,NA
"OTU_100361","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100371","Root","Eukaryota","Mollusca","Gastropoda","Cephalaspidea",NA,NA,NA
"OTU_100372","Root","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Actinocyclidae","Actinocyclus","Actinocyclus verrucosus"
"OTU_100378","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100381","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100392","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100393","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100395","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100399","Root","Eukaryota","Arthropoda","Malacostraca","Tanaidacea","family_genus_Tanaidacea sp. OTU4","genus_Tanaidacea sp. OTU4","Tanaidacea sp. OTU4"
"OTU_100404","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100405","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100406","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100409","Root","Eukaryota","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Hemimycale","unclassified_Hemimycale"
"OTU_100413","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100414","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100415","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100423","Root","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Chromodorididae","Ceratosoma","Ceratosoma sp. 2 RFJ_2012"
"OTU_100426","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100432","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100440","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100441","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100445","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100446","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100449","Root","Eukaryota","Annelida","Polychaeta","Maldanidae",NA,NA,NA
"OTU_100453","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100455","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100456","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100467","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100468","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100475","Root","Eukaryota","Mollusca","Gastropoda","Cephalaspidea","Bullidae","Bulla","Bulla vernicosa"
"OTU_100476","Root","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Chromodorididae","Noumea","Noumea sp_ 1"
"OTU_100477","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100479","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100482","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100494","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100496","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100501","Root","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula",NA
"OTU_100505","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100506","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100509","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100518","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100529","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100530","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100549","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100550","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100552","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100557","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10057","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100575","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100581","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100582","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100583","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_100585","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100586","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100591","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100592","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100595","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100597","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100598","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100599","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100600","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100603","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100610","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100616","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100618","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100621","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100624","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100632","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100634","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100663","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100669","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10067","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100674","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100679","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100681","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100688","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100697","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100704","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100705","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100707","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100708","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100711","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100721","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100722","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100739","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100746","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100751","Root","Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","Amphipholis sp. HAW01"
"OTU_100755","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100771","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100774","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100785","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10079","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100792","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100800","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100802","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100806","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100808","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10081","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100814","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100816","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100819","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100821","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100822","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100823","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100824","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100827","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10083","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100836","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100838","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100840","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100842","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100843","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100844","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100845","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100846","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100847","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100860","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100864","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100865","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10087","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100875","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100881","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100884","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100886","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100888","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100891","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100893","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100895","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100896","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100897","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100899","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100902","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100906","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100911","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100922","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100923","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100924","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100930","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100932","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100933","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100946","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100949","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100953","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100956","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100961","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100963","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100965","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100967","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100969","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100970","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100977","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100980","Root","Eukaryota","Arthropoda","Maxillopoda","Cyclopoida","Notodelphyidae",NA,NA
"OTU_100983","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100984","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100985","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100986","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100988","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_100989","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10099","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_10100","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101005","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101007","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101008","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101009","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101010","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101016","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101023","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101036","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101045","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101046","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101049","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10105","Root","Eukaryota","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas bihamiger"
"OTU_101051","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101052","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101053","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101054","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101055","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101063","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101066","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101067","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101072","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101076","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101077","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101082","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101083","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101086","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101087","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101088","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101096","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101100","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101105","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101106","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101107","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10111","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10112","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101121","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101123","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101124","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101127","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101128","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101133","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101151","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101155","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101157","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101158","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101162","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10117","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101174","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101175","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101177","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101178","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101179","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101180","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101184","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10119","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101201","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101205","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101208","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101209","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101210","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101211","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101212","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101219","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101223","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101225","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101227","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101228","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101234","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101240","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101242","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101244","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101246","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101247","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10125","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101250","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101254","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101258","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101267","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101269","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101277","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101280","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101281","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101282","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101288","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_10129","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101292","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101295","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101308","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101315","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101316","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101318","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101324","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_101329","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101330","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101331","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101336","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101344","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101346","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_101347","Root","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Zellera","Zellera tawallina"
"OTU_101348","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
